Style	Schedule	ColorId	ProductionStartDate	OrderQty	FabHigherStatus	FabLowerStatus	FabStockPrecentage	STRIMHigherStatus	STRIMLowerStatus	STRIMStockPrecentage	PTRIMHigherStatus	PTRIMLowerStatus	PTRIMStockPrecentage
JJT130F8	545390	10PINK1        	7/24/2018	120	11	11	100	11	7	74	11	4	50
JJT131F8	545392	03GREY2        	7/25/2018	90	10	5	0	11	9	74	11	4	50
JJT131F8	545393	09BLAC2        	7/25/2018	180	10	5	0	11	9	74	11	4	50
JJT131F8	545394	60LTBL         	7/25/2018	90	10	5	0	11	9	74	11	4	50
JOW131F8	545405	03GREY2        	7/25/2018	360	11	2	91	11	7	75	11	4	50
JOW131F8	545406	09BLAC2        	7/25/2018	300	2	2	0	11	7	75	11	4	52
P14745W8	545516	U1894D54       	7/24/2018	63266	5	5	0	11	4	0	4	4	0
P181391W	545517	F171254C59     	7/23/2018	47902	11	5	19	11	5	100	11	11	100
P181391W	545519	H1854C72       	7/24/2018	32059	11	5	19	11	5	99	11	11	100
P185369W	545521	F171254C58     	7/23/2018	50976	11	11	100	11	5	100	11	11	100
P185369W	545523	F18C014C5Y     	7/25/2018	46987	11	7	32	11	1	74	11	11	100
P185524W	545524	H18C024C6X     	7/24/2018	31938	5	5	0	11	5	61	11	11	100
P19831W8	545532	U189543VB      	7/24/2018	37050	5	5	0	11	5	99	11	11	100
K14745W8	545605	U1894D54       	7/23/2018	8271	5	5	0	11	4	1	11	11	100
K181391W	545606	F171254C59     	7/23/2018	7313	11	5	19	11	5	100	11	11	100
K185369W	545608	F171254C58     	7/23/2018	6175	11	11	100	11	5	100	11	11	100
K185369W	545609	F18C014C5Y     	7/23/2018	5681	11	11	100	11	5	81	5	5	0
K185524W	545610	H18C024C6X     	7/24/2018	9903	5	2	0	11	5	55	11	11	100
K19831W8	545611	GOLD95U4       	7/25/2018	8920	11	5	71	11	11	100	11	11	100
K19831W8	545612	H183864C6Y     	7/24/2018	7548	5	5	0	11	2	99	5	5	0
K19831W8	545613	PUBK2ZUO       	7/25/2018	10978	11	5	70	11	1	99	11	11	100
K19831W8	545614	U189543VB      	7/24/2018	10292	5	5	0	11	5	99	11	11	100
JJT138F8	545955	10PINK4        	7/22/2018	225	11	7	9	11	9	27	11	4	52
JJT138F8	545955	63BLUE1        	7/25/2018	225	11	2	9	11	9	74	11	4	52
JJT138F8	545957	63BLUE1        	7/25/2018	360	11	2	6	11	9	74	13	4	52
JJT136F8	545960	10WATER        	7/22/2018	600	11	7	9	11	9	73	11	4	54
JJT136F8	545964	10WATER        	7/22/2018	300	11	7	9	11	9	74	11	4	52
JJT136F8	545964	69NAVYD        	7/22/2018	300	7	5	0	11	9	74	11	4	52
JJT136F8	545966	10WATER        	7/22/2018	450	11	2	8	11	5	74	11	4	54
JJT136F8	545969	10WATER        	7/22/2018	90	7	2	0	11	5	74	11	4	54
TK159BF8	546096	WHITE116       	7/25/2018	36	13	13	0	13	13	0	13	13	0
TK159BF8	546097	GRAYHE9        	7/25/2018	36	13	13	0	13	13	0	13	13	0
CA4921B8	546132	00100BLACK     	7/25/2018	45	13	13	0	13	13	0	13	13	0
CA4921B8	546133	02002ATHER     	7/25/2018	45	13	13	0	13	13	0	13	13	0
CA4995B8	546279	11WHTE         	7/25/2018	45	13	13	0	13	13	0	13	13	0
CF4921C8	546299	612RYICRED     	7/25/2018	45	13	13	0	13	13	0	13	13	0
JJA404F8	548331	01OFFW1        	7/21/2018	420	11	11	100	11	2	61	11	11	100
JJA404F8	548331	01OFFW2        	7/21/2018	420	11	11	100	11	2	78	11	11	100
JJA404F8	548332	10PINK6        	7/21/2018	2328	11	2	4	11	2	33	11	11	100
JJA404F8	548332	10PINK7        	7/21/2018	2328	11	11	100	11	2	66	11	11	100
JJA404F8	548333	69NAVY5        	7/21/2018	4260	11	4	5	11	2	32	11	11	100
JJA404F8	548333	69NAVY6        	7/21/2018	4260	11	11	100	11	2	60	11	11	100
